128.45,118.65,418.53,17.962,1
122.41,119.28,425.68,21.211,1
133.76,121.85,419.84,18.931,1
126.65,120.49,416.22,21.527,1
118.68,119.03,428.61,31.713,1
120.89,119.28,417.24,21.183,1
124.5,119.37,417.04,20.476,1
134.6,122.59,418.63,18.897,1
121.59,119.96,415.86,25.569,1
124.12,118.84,417.26,20.876,1
127.47,120.62,420.94,19.391,1
125.73,100.34,358.44,16.52,1
124.74,115.33,354.33,16.707,1
127.39,114.22,344.55,18.329,1
134.2,115.15,342.13,15.873,1
126.73,117.44,357.58,17.019,1
122.69,116.82,339.75,15.661,1
124.74,115.33,354.33,16.707,1
125.25,115.73,365.08,16.917,1
126.86,114.73,382.75,19.054,1
130,125.05,366.83,21.32,1
129.55,114.73,340.57,17.824,1
119.16,121.35,477.88,26.868,1
132.92,124.45,488.94,23.399,1
134.98,106.53,456.57,18.855,1
116.33,124.32,480.18,22.965,1
123.64,126.72,474.56,24.356,1
144.88,122.12,478.8,22.565,1
131.21,135.25,475,22.739,1
138.74,119.52,478.22,23.317,1
133.33,118.71,501.05,26.461,1
131.39,123.76,479.12,22.735,1
133.48,116.56,482.28,22.562,1
133.78,102.13,271.35,14.551,1
138.57,91.351,265.95,13.667,1
131.04,93.773,308.6,14.615,1
127.95,92.368,278.47,14.977,1
132.28,101.4,270.88,14.34,1
134.89,93.043,303.2,14.924,1
131.34,85.852,260.42,14.836,1
128.39,92.645,281.14,16.099,1
129.75,94.694,244.23,17.578,1
129.37,97.826,316.68,18.851,1
131.6,103.43,271.61,14.539,1
132.74,116.72,520.13,21.469,1
136.96,91.318,557.74,22.623,1
134.22,113.42,549.37,33.388,1
137.32,100.78,542.61,18.018,1
133.74,116.6,549.07,20.23,1
132.3,114.27,547.81,30.653,1
119.13,117.3,509.73,18.898,1
131.91,118.61,533.61,18.147,1
133.74,131.8,526.54,20.814,1
133.97,115.62,520.28,24.739,1
127.44,134.06,525.49,18.665,1
118.35,136.02,602.13,27.532,1
124.26,132.42,578.93,33.346,1
121.23,136,589.2,22.435,1
121.67,119.63,606.58,28.174,1
120.72,142.82,604,25.661,1
132.58,132.49,603.36,28.635,1
118.35,138.85,608.9,29.073,1
125.85,139.26,597.34,12.392,1
122.41,139.58,592.77,23.9,1
118.97,145.92,591.67,27.039,1
118.35,138.85,608.9,29.073,1
131.66,116.02,310.84,20.371,1
135.44,95.143,309.19,13.055,1
133.05,102.84,310.46,13.974,1
135.75,111.25,330.43,12.847,1
134.11,115.63,312.09,18.938,1
135.15,99.195,309.78,15.121,1
132.04,93.766,340.82,19.147,1
135.44,95.143,309.19,13.055,1
135.44,95.143,309.19,13.055,1
135.17,95.65,272.47,14.11,1
128.43,94.557,284.24,14.164,1
119.93,139.9,592.28,25.995,1
120.94,146.9,595.24,24.195,1
133.6,123.63,595.43,27.298,1
128.98,145.65,587.51,22.025,1
120.87,144.47,593.2,24.173,1
123.45,146.28,593.41,22.582,1
123,129.94,600.04,27.54,1
122.69,128.11,595.47,23.867,1
120.72,151.12,595.57,23.835,1
121.13,142.1,604.06,27.792,1
131.99,136.81,581.82,21.551,1
129.28,137.61,599.46,18.102,1
127.89,144.81,583.93,19.954,1
125.21,140.7,591.53,14.53,1
119.74,136.4,574.38,19.36,1
131.13,144.59,563.84,11.949,1
130.58,145.25,578.05,13.366,1
131.37,138.98,565.25,18.306,1
129.56,148.56,586.28,21.836,1
131.13,144.59,563.84,11.949,1
131.46,118.94,564.13,34.512,1
133.72,149.4,568.43,12.836,1
133.98,117.16,590.1,35.379,1
126.08,137.97,593.18,25.818,1
123.43,134.16,591.68,26.255,1
132.47,116.96,584.19,36.051,1
134.5,116.91,594.85,27.938,1
129.07,123.1,592.1,26.997,1
134.09,124.51,590.77,19.922,1
131.97,116.99,576.33,30.723,1
133.56,131.34,592.73,23.865,1
133.38,117.07,586.22,21.009,1
134.5,116.91,594.85,27.938,1
132.57,116.61,481.77,22.714,1
131.14,121.79,481.13,25.815,1
131.47,119.74,498.83,23.687,1
137.2,117.18,480.07,22.954,1
125.6,123.47,475.21,23.256,1
135.06,119.64,482.25,22.978,1
132.08,118.5,490.91,25.904,1
123,128.29,489.82,25.9,1
135.27,117.3,463.67,21.954,1
132.66,116.85,481.29,22.002,1
135.72,115.02,480.58,23.196,1
136.26,112.7,457.47,18.926,1
136.28,113.12,450.57,19.351,1
135.96,106.54,452.11,16.362,1
136.1,111.4,444.6,16.554,1
134.15,113.75,426.68,17.224,1
136.04,106.44,449.07,16.44,1
134.35,112.89,435.27,18.011,1
123.38,116.02,443.95,17.656,1
136.15,113.32,456.64,21.012,1
136.42,118.28,445.11,19.757,1
135.61,117.47,441.26,18.211,1
122.63,142.2,473.71,24.522,1
122.66,140.61,481.76,25.825,1
122.63,142.2,473.71,24.522,1
122.9,143.93,483.9,24.495,1
146.01,141.08,475.68,24.12,1
125.64,119.18,478.78,23.008,1
122.07,135.67,450.48,19.065,1
135.35,140.86,473.76,24.411,1
129.23,135.4,474.26,23.86,1
114.69,132.52,479.8,26.222,1
126.34,135.33,476.74,24.196,1
113.66,129.79,480.86,29.238,1
122.45,132.69,488.74,21.602,1
129.11,128.9,487.17,28.248,1
117.62,132.75,493.15,26.571,1
120.65,125.62,476.34,28.95,1
121.81,127.93,492.26,28.972,1
125.36,125.18,469.82,29.165,1
119.66,134.78,484.19,28.614,1
113.66,129.79,480.86,29.238,1
117.76,140.47,491.11,27.979,1
119.3,150.08,481.04,27.784,1
134.02,117.29,427.29,19.381,1
131.81,118.57,419.45,23.017,1
131.13,118.54,424.38,18.4,1
134.18,123.42,433.79,17.554,1
129.45,116.51,407.79,19.915,1
132.69,120.38,411.22,20.459,1
134.28,119.16,433.4,19.916,1
131.71,126.65,404.13,21.064,1
136.73,123.79,420.49,18.262,1
133.89,115.51,419.51,17.489,1
121.64,115.66,416.73,19.878,1
128.84,128.23,509.28,26.037,1
127.04,125.75,518.24,23.014,1
131.55,125.93,531.89,21.495,1
131.12,144.17,548.9,17.651,1
131.46,125.85,514.92,23.771,1
135.08,112.99,536.12,19.274,1
119.66,145.68,541.29,19.042,1
124.57,130.3,524.53,20.302,1
134.48,115.56,536.68,18.501,1
131.12,143.98,542.05,12.722,1
131.4,115.44,535.69,18.003,1
125.44,119.53,391.39,18.887,1
127.4,113.69,372.36,22.77,1
127.45,115.41,359.15,20.626,1
137.03,124.56,366.8,21.748,1
126.96,120.78,380.8,21.83,1
127.45,129.25,383.15,21.184,1
120.72,128.37,374.27,20.341,1
127.75,122.53,398.96,23.55,1
127.65,120.97,373.43,22.322,1
128.93,116.76,373.36,23.838,1
126.66,127.43,398.02,23.802,1
132.81,116.77,334.34,13.492,1
124.21,116.05,333.09,15.209,1
121.94,104.2,325.82,15.334,1
131.86,118.35,331.48,16.542,1
121.32,119.73,321.3,16.526,1
121.61,121.06,338.13,15.019,1
121.89,126.08,329.44,15.15,1
129.01,119.54,334.75,12.932,1
123.45,116.24,348.99,15.362,1
121.87,128.65,329.07,23.285,1
121.61,121.06,338.13,15.019,1
126.01,140.36,399.64,20.883,1
118.89,135.98,373.21,22.153,1
106.24,140,381.17,18.903,1
120.5,132.64,386.7,19.849,1
114.84,133.04,379.05,20.099,1
110.55,140.35,394.33,24.809,1
112.07,133.16,374.63,20.19,1
123.12,125.71,381.33,19.436,1
120.42,135.93,395.32,22.552,1
117.53,120.71,381.41,18.826,1
125.28,140.47,399.29,20.788,1
147.62,136.66,475.63,24.111,1
143.47,118.6,465.36,22.783,1
144.82,109.84,468.62,22.962,1
138.48,121.45,470.18,22.424,1
131.39,123.78,478.52,25.183,1
134.6,125.05,485.15,24.701,1
147.57,121.5,456.36,22.794,1
145,121.86,462.88,22.9,1
145.08,113.04,460.71,17.238,1
146.75,120.38,459.53,17.911,1
147.77,123.72,479.17,23.337,1
135.56,104.09,309.52,12.886,1
133.45,114.77,327.88,17.616,1
132.92,105.29,320.76,19.147,1
135.82,115.1,332.42,12.806,1
129.16,115.74,321.8,15.541,1
135.69,114.97,310.71,12.995,1
135.82,115.1,332.42,12.806,1
135.71,113.87,331.41,15.492,1
134.03,118.84,328.84,16.932,1
123.92,116.16,329.39,15.666,1
132.62,115.33,347.19,15.528,1
137.87,136.03,444.66,18.768,1
136.7,132.84,431.3,18.141,1
133.83,136.85,435.13,17.891,1
129.05,140.91,417.2,19.031,1
133.45,134.82,429.3,20.952,1
130.11,131.96,436.05,17.827,1
128.3,129.58,436.01,18.082,1
134.96,141.47,435.96,17.606,1
131.48,141.42,433.35,18.043,1
134.95,129.03,436.14,23.136,1
130.49,141.2,435.67,20.805,1
120.57,107.23,306.61,18.84,1
122.03,111.22,306.63,16.986,1
